Bootstrap_iteration,F1,AUROC,AUPRC,MCC,Median_r,1-TVD,Cosine
91,0.704510311221469,0.8870708851379908,0.8214325849369674,0.5460726143796023,0.5684218415396846,0.588305358676595,0.7080171133600949
92,0.7562485014128759,0.9135549592982393,0.8510158323100295,0.6260935817988301,0.6180507940929691,0.620853939397948,0.7482204629610647
93,0.756755219902849,0.914132974853404,0.8600951007109684,0.6190015596350348,0.6081949778500833,0.646678833554076,0.7932142790895296
94,0.7366497026556593,0.8924065346812694,0.8305472557890737,0.5870595333643278,0.5157413208059763,0.6026677288602086,0.7280546071096781
95,0.7068802733656444,0.9025410830938678,0.8291553302376302,0.5728675733776238,0.6349850861853469,0.6211713910183689,0.7633464513279158
96,0.6709311818853704,0.8870653258252776,0.8009040561711096,0.5365371225193541,0.5814255415861049,0.584121012740933,0.7175111913553615
97,0.7235419567391387,0.898465374758367,0.8362925904471373,0.5660498124369087,0.6087184654375883,0.6133582084853391,0.7394817873353071
98,0.7074565380530566,0.8988698354396891,0.8314649958699695,0.5666607445192071,0.6334196172435963,0.6262662420318177,0.7576574156840238
99,0.7781068587797856,0.9309382236434821,0.8833285022075746,0.6566823003436614,0.6328876877750749,0.6377910118916467,0.7632535090163068
100,0.7276088862446404,0.8968094700830468,0.8405114553346424,0.5673788441775565,0.5630496040744903,0.5983829218495706,0.7372545359625226
101,0.7252079379658521,0.9060158324374509,0.8430174522845947,0.5954998263742999,0.555408039571301,0.6259180987210389,0.7494335994194307
102,0.7490006368176764,0.9081738308291574,0.8556553986922694,0.6033560842644039,0.5971550789233468,0.63307893346014,0.7700032840371692
103,0.7274563829939283,0.9152793996114267,0.8538029681882404,0.5904155837663783,0.5790110805487068,0.5958163076919359,0.710331414188228
104,0.7193983487954599,0.9040169005738241,0.8186959656774327,0.5880786465132649,0.5588353831512992,0.6147948124855748,0.7577465855124821
105,0.7248303407177816,0.9133862468352408,0.8440405539034259,0.6013057008030667,0.5534894172843163,0.6195083317227594,0.7591348180276994
106,0.748457016006474,0.9016086529183253,0.8579925065711755,0.5974304012453419,0.5962454732728217,0.624775550090142,0.7657374722510744
107,0.6999736509870459,0.9005356542215407,0.8118929245433052,0.5867110637089644,0.5562661451902746,0.6131539556951975,0.7520387502749097
108,0.749411281789849,0.914909970853212,0.8664088037794496,0.6115402427038802,0.592069651850403,0.6274774393729203,0.7658476678463915
109,0.6455312398571954,0.8633841513351438,0.7485648271222446,0.5018581971031424,0.5476848484933606,0.5675957671356389,0.7088154805388583
110,0.7143052792118594,0.9055397455849785,0.840892278018211,0.5795210865369955,0.6133711356853884,0.6207437491520261,0.7644904055606191
111,0.70039325113883,0.8753198959097411,0.8075351283151079,0.5329629233210754,0.5815401392722118,0.593679223003045,0.7139818814838361
112,0.6737290709960544,0.8869889803994263,0.801389606251249,0.5464870169305515,0.5439341201302798,0.595102269394736,0.7428049036234438
113,0.7500636667743121,0.9103818128806614,0.8543094791966473,0.6101182130061251,0.5841407418041761,0.6027708890435851,0.7209062738382833
114,0.7083114619211661,0.9008779697850924,0.8136891186990591,0.5801703848585898,0.5955552658346992,0.627202615459261,0.7571947466501001
115,0.7463747204563921,0.9172851938501229,0.8483498479961696,0.6226935572582594,0.5850268152945112,0.6259147226239908,0.766049655633801
116,0.7370677678228732,0.9219761122600065,0.8681951067355762,0.6209157229493085,0.5739018607410441,0.6191638592516935,0.7503861866582557
117,0.7496073229278677,0.9092424842414799,0.8498259573312607,0.6241718461877084,0.6005933218477645,0.6260637164216074,0.7524068961161879
118,0.7502345179051061,0.909646837339645,0.8623873015769163,0.6023520950871442,0.5774483492150496,0.6264105898111418,0.7449240246593964
119,0.7616710417783583,0.9189202616898907,0.8637365424898136,0.6332456779155067,0.638309284407387,0.6355274963079293,0.7515122148474624
120,0.7267086834536576,0.9021320725156762,0.8284720632521575,0.5931938457292387,0.529646932616398,0.5992303152995172,0.7274185312789209
121,0.7587485105577524,0.9137741844955496,0.8628397626296254,0.615712224205871,0.6065720914787037,0.6378628736043299,0.7758798560389764
122,0.7126987643406142,0.9148244783071137,0.8297416670350086,0.5861698108173794,0.609449074307016,0.6093759265835631,0.743354241077809
123,0.7226098347618887,0.9002008161282591,0.8282530729178507,0.5856527215730318,0.5978497652234265,0.613333282467921,0.7423180066239936
124,0.6869636787019349,0.8815088234883339,0.8042898347894794,0.539663756859972,0.5391129771386849,0.6140292115567474,0.74976855019668
125,0.7460173524408432,0.8950970466013854,0.8461292641678991,0.5973058432131565,0.596214449826094,0.6010180530416029,0.7126650139222439
126,0.7517748161170886,0.9197971090479579,0.8604371099626361,0.6296086897182217,0.6090538272164001,0.6313129513231738,0.7437434388615045
127,0.6853784815843476,0.8874670394792262,0.8156226820499453,0.5480926687287556,0.6127908671928453,0.5961020614321921,0.7293081843870928
128,0.7348949435846784,0.910903387746458,0.860568060231779,0.6038629650616423,0.6093455037038341,0.6385315094439481,0.7773572173127863
129,0.7187422891758058,0.9087704605371251,0.8318966799542117,0.6004590834032761,0.5828672262559793,0.5973538924019154,0.7280745292338473
130,0.743242532851376,0.9127503038040508,0.8521815765657496,0.6180080548095631,0.5850931647611066,0.6183796150946697,0.7762585696477082
131,0.7576122970914262,0.9151047208969937,0.8656571588503895,0.60779001298596,0.6001635018799957,0.6225420063075365,0.7656853138086167
132,0.7466132766579628,0.9284524611467707,0.8589056811698381,0.6408104543138607,0.6449367034631244,0.6715672349100819,0.8156631894541322
133,0.7787897155072079,0.9459163955755521,0.8945306406429702,0.6809669608883834,0.6849195049140435,0.6626343057277537,0.8095698362449056
134,0.7014934365549806,0.8951098156505684,0.8106231886154379,0.5601949235775227,0.630063286743918,0.6415832677829257,0.771457998902857
135,0.7441375356160544,0.9163956917018963,0.8525717250575194,0.6122582068625113,0.6080173226041417,0.6327094958141972,0.7644198896337682
136,0.7329326110564107,0.9067342733696171,0.8351228935150088,0.5981524339003964,0.6137201031646184,0.6229316292417822,0.752808522535641
137,0.7261679231434763,0.8869686391793662,0.8261754778899036,0.5616660661880806,0.5505118396415949,0.6020961047826535,0.727959293018513
138,0.7603846726663769,0.9099426146796008,0.8622174219254972,0.6208056753003353,0.6077906023013202,0.6228394393819346,0.7363128645146713
139,0.736499736833913,0.9054033249585122,0.8494311294939092,0.5912982661034771,0.5854362823403788,0.6111471220260153,0.7484988667421766
140,0.7129252626015158,0.8818339020935188,0.8261765204383654,0.5549508563524739,0.6067054058553962,0.6025479184628055,0.727679367460685
141,0.6954665471903004,0.8980642507882564,0.811693462997948,0.5676581634114547,0.5819571403489077,0.6130231888512558,0.7472601654645429
142,0.7309065050356439,0.9050086068923853,0.8548942883342399,0.5902120561098423,0.6284758592540846,0.620468220040417,0.7646407093208445
143,0.7597803330276464,0.9374137518530392,0.8911718796070922,0.6556343487290214,0.6999181219509314,0.6698858815347439,0.8177275256566716
144,0.6903425085293455,0.9010114104979969,0.8176474668141842,0.5575349771066347,0.5718682506907113,0.5987806115482585,0.7205103996490358
145,0.7259706359848311,0.9043468743946761,0.85195957678826,0.5894703144069958,0.6409795889371712,0.6412666090212605,0.7811199883740748
146,0.6985972924167708,0.8799100028869002,0.8099518441806423,0.5364633794577011,0.5350013087555728,0.5937710028739459,0.7174834676222946
147,0.7051042164490207,0.9003373702226185,0.8364350866375212,0.5693468850871647,0.579278889041329,0.6227346781155806,0.7776351114967248
148,0.659988695992707,0.8859769203238573,0.771306008382438,0.5313350210127397,0.5646533701423122,0.6026738883132342,0.7428726180033088
149,0.6946884431157154,0.8844246290060035,0.795119754535862,0.5613665554179507,0.5457054055649909,0.5936559596552925,0.7196234232151951
150,0.6901654202273323,0.8895928318585594,0.81936485560106,0.5604344645138337,0.5580847124131896,0.6118890908682759,0.7404926881076761
151,0.7001097891858112,0.884016491898839,0.8168835030970533,0.5551807908872597,0.573432311292924,0.5921812782175426,0.7336459005430948
152,0.691108536981126,0.8849007530966668,0.7940806588527726,0.5526325633768178,0.6008856160408861,0.6054676955325423,0.7350468829175177
153,0.7345972223778755,0.9140578569485907,0.8538461992339519,0.6014556549790377,0.6224754225555728,0.6279430280063172,0.7711741421211837
154,0.7432487140748104,0.9102209203579142,0.845820831231554,0.6132409294785941,0.6217394155548883,0.6262318656667694,0.7661583960878579
155,0.729612533675565,0.9034337047251908,0.8457977960838483,0.5920307561950596,0.5627892555629281,0.6094097589763637,0.7483430017945083
156,0.6896831151745771,0.8863170884607952,0.8121027009937738,0.5472848146022501,0.5701178888742795,0.6077621667162958,0.7268228405162049
157,0.7775180150452548,0.9171972330384222,0.8845649784244051,0.6339489560326432,0.6142816990655786,0.6302271778822319,0.7641499796233051
158,0.6872268708467146,0.8944792323288681,0.7907065590180578,0.5586670249351733,0.5433754881789048,0.6028988448845378,0.733216093294423
159,0.7359925818263181,0.9129661083840435,0.8482923636504931,0.5957767258519037,0.6494099072305916,0.6275728145714059,0.7602577376667714
160,0.7120285317298549,0.8847729337090472,0.8352030502905196,0.5474399731083706,0.5216584372422994,0.5851222889815512,0.7117256711051811
161,0.741472422437713,0.9083846333410326,0.8450252539570441,0.5975079428164917,0.6349736978033896,0.6078346545554735,0.7322526189722824
162,0.6995268557307913,0.8888416215185899,0.7891301447598814,0.5657523700698613,0.5907925223888358,0.6326365886983436,0.7794113159237087
163,0.7508434238452795,0.8982393492644244,0.8466139821340167,0.5922006152476319,0.5803157996203906,0.6339540518865366,0.7867425649005798
164,0.6806224302906716,0.9040298945655593,0.8315926129954172,0.5544009948852555,0.6354739856564198,0.6141100061524704,0.7563156583845577
165,0.7510176574378462,0.9163675388339253,0.8563998822947192,0.6194245361359045,0.6265885737350122,0.6423047796001707,0.7745564975693492
166,0.743833483134148,0.9223593322334485,0.8639098024692887,0.6207094745471455,0.6209341909015833,0.631773741552674,0.7868897055712694
167,0.745851070861432,0.9138508417761573,0.8509908017148249,0.6146209523530071,0.6437826178804925,0.6256820177687324,0.7724786136945656
168,0.7085573064980674,0.8837822755209638,0.8255711879210846,0.5679556403190511,0.5895154321898967,0.5997372177597627,0.7182093884252374
169,0.7418320478975393,0.9186525112245137,0.8551534460023201,0.611157609233394,0.6336532027903456,0.6240534738950752,0.7479220933258753
170,0.7075374754772722,0.9031909496454408,0.8315207685515112,0.5767375645954399,0.5821185852871102,0.6337092507164745,0.7830135552863504
171,0.7319714067961658,0.9116091251706561,0.8430453288982115,0.6137210511546174,0.6283998831071519,0.6456280838572127,0.7747384889733088
172,0.7092016026711392,0.903280677450648,0.8309251762632253,0.5756760723757955,0.5836376403066165,0.606119198018231,0.742307342806647
173,0.7039254913536113,0.8921298184419508,0.7968699343758937,0.5567378778235301,0.5699408093969864,0.6126719002866299,0.7439957068168682
174,0.7021716508533691,0.9126122952659156,0.8359092160122894,0.5845529443936598,0.5998608002116836,0.634756916761168,0.7788462408025452
175,0.6922587324325989,0.8855575163517126,0.8276530643832853,0.546349129194857,0.5907200507810944,0.6232583256789894,0.7626582350111903
176,0.7494513354185438,0.9154349988376788,0.8489477525560692,0.6362321097362637,0.6679215857275758,0.6368401859439159,0.7890336969668826
177,0.7052184039036448,0.8965229655881504,0.8238934617234227,0.5604744200287718,0.5794187039338718,0.5953749247352667,0.7266284440728397
178,0.6884895899828648,0.8781313311363159,0.7853577487821555,0.5427503636105745,0.5272147987614653,0.6013898240259189,0.7371163357124789
179,0.708193136936109,0.8936533884487611,0.8194182788096308,0.5710897484312865,0.5417848384257536,0.5911321894424864,0.7070930068775569
180,0.7559462308456733,0.9184259962865697,0.8755169121949286,0.6166501603850258,0.5697986020898602,0.624005294671177,0.7531087816927469
181,0.7569389467196364,0.9217682490229756,0.8711014146012038,0.6326970050832169,0.6418082217502207,0.6514691840510565,0.7764239303771646
182,0.7124636283232688,0.9054548724040825,0.8206782598451622,0.5908435584620848,0.6145757361964399,0.6364609005761241,0.7799250524953335
183,0.704365571207407,0.8833522467647175,0.821030159728995,0.5580011226100914,0.494832120653415,0.5786193549276913,0.7059458920584157
184,0.6933794291196694,0.9106096843560627,0.8343243838524678,0.5799448864774513,0.5578177046572043,0.6042931637119311,0.7433842412854795
185,0.7297703446516407,0.9047266577779025,0.844200942059351,0.5848713597883752,0.5640499026959542,0.6211812503545667,0.7401580577938216
186,0.7533771671621188,0.9050606071574658,0.8562843605264482,0.5962183186120309,0.5680973818114607,0.6070212134973341,0.7410349025040611
187,0.7660123435892933,0.9167209522873775,0.8677818130900645,0.6422897661427339,0.6120694329468418,0.6585964549263206,0.7804058498551575
188,0.7000000752830148,0.9015492725016312,0.8460592112541127,0.5711568166736971,0.6426209713108009,0.6158080753374817,0.7769197780531881
189,0.753617929752967,0.9097338379527283,0.8410449136964815,0.6296468145602696,0.6183692790897224,0.6207876675756625,0.7445423208390255
190,0.6460306372871796,0.8924391915632892,0.7924431147211299,0.53209983679731,0.5989565695818356,0.6080044259400912,0.7555948215788947
191,0.7182646032208755,0.9101783097111037,0.8438394434432743,0.585674028812557,0.6208739546485735,0.6213210014075141,0.7486416684906448
192,0.7577317492406107,0.9233630023479328,0.8757995670225965,0.634073799161758,0.6130699421215391,0.6290632017268811,0.7735816059973295
193,0.7810674693360875,0.9257630618088336,0.8700296632537243,0.6704641556207249,0.6248219723336399,0.650557676653672,0.767016730635657
194,0.7253356711651475,0.8996188569361503,0.8288362513223732,0.6033633657380849,0.5919061705621864,0.6308833036469373,0.7554935912571251
195,0.7775791610480886,0.9233780781484114,0.8719174256983615,0.6488751212582854,0.6501494844611498,0.6465762588343118,0.7922607264517199
196,0.7472618751685299,0.9088646269498137,0.8477993637629615,0.6207449954709526,0.5953807017348046,0.6176822908519906,0.7520294688713216
197,0.7406327401953334,0.9167384147560478,0.844471318398601,0.6342096907119229,0.6079496874325623,0.6303419237059286,0.7735394397076897
198,0.7260404564543801,0.91086341992767,0.865390986268514,0.5949313472762915,0.6497483049609214,0.6296525973705769,0.7582773305885003
199,0.7335479164514661,0.9104335527806898,0.852496877394121,0.5951779250217603,0.6148727586008054,0.6136004951229765,0.7401212942067892
200,0.676935405491757,0.8761370393604099,0.7981886504728999,0.519002803891401,0.6113532086243851,0.6214097040498363,0.7633501901390537
201,0.7183800770851749,0.9194419738099068,0.8590164301800616,0.5933581382928456,0.6533634753373119,0.6420116987282306,0.7890067053057376
202,0.7379659125613484,0.8982366410426111,0.8301973949697276,0.5944938179187245,0.588183910798789,0.624879794799167,0.7551717388458923
203,0.7431560763153323,0.9057056126693672,0.8489008496091828,0.6113389769535196,0.5921121440301819,0.613837509787678,0.7484858626722496
204,0.7481090758736698,0.9193250552525626,0.8653134249655311,0.6091876432703691,0.6426840094651332,0.6306264334354076,0.7499242237959536
205,0.7330687492653352,0.9029643712408623,0.8382022816753627,0.6042170855965456,0.601278757740842,0.6423791130110279,0.7780356533559882
206,0.6852737462105954,0.8830756120893798,0.8014809756121597,0.5369061204959386,0.6117349052580348,0.5964049118374677,0.7385714760736811
207,0.7114089656549372,0.9067706778496487,0.8343717190911228,0.5991443294380571,0.5806264763103265,0.6416516902554036,0.7752606150724707
208,0.7897008015342453,0.9312313007295102,0.8878496346933441,0.6672538852669928,0.6709938916388809,0.6529464090836363,0.7739935275316999
209,0.744006889042502,0.9111162038451142,0.8534424301161669,0.6045255596367796,0.5990361774860339,0.6380459806416307,0.781215711188926
210,0.7602907869786604,0.9324799705148238,0.8763593600126743,0.6458348121504706,0.6484844502180643,0.6645327802220766,0.8085798010110071
211,0.7436850065569403,0.905077430272928,0.8528626445113813,0.6025194731196671,0.5978818006106713,0.613886525675256,0.7442570297463114
212,0.6955321012790872,0.8946614651810259,0.8120393617931805,0.5674560824010173,0.6063264472648462,0.5951378887516047,0.7331259023115428
213,0.6868475488796666,0.8825211504754645,0.8027265150639193,0.5477622209443702,0.5985072540344378,0.609770804288185,0.7420216777789969
214,0.6961242803284755,0.8912168285231606,0.8182566608786174,0.5550174627022529,0.5652578625572594,0.6002829943943276,0.741995381916289
215,0.7407859618631888,0.8967683065324602,0.8485986312044081,0.5787218776192373,0.5771632728599927,0.6028791881893552,0.7308447048294436
216,0.7429977938862333,0.9035938235922154,0.8478976926161582,0.6023146539543452,0.5759704867389898,0.6357415594154621,0.7736554294041567
