Test_sample,protein,protein_name,category,abundance_tertile,pearson_r,Observed,Predicted
27,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.1102629287051968e-06
28,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0046291653998196125,0.003189670853316784
29,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.00548532186076045,0.0031896724831312895
30,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0020175890531390905,0.003119958331808448
31,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.7326079177214524e-08
32,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.8062060170318546e-09
33,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.1270969430275954e-09
34,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,4.172153111881016e-08
35,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.753392974203962e-08
36,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.3022661227732897e-07
37,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0014992504147812724,1.7817676223330636e-08
38,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.04989064112305641,0.01895846612751484
39,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.004665420390665531,0.018968114629387856
40,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,4.339770384831354e-05
41,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.4316170058446005e-05
42,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.021410364657640457,0.0056156893260777
43,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.05608179047703743,0.0017237854190170765
44,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,6.212801235960796e-05
45,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0016691439086571336
46,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0015996613074094057,5.403906470746733e-06
47,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.005637843627482653
48,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.011086374521255493,0.008467110805213451
49,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.012495877221226692,0.008490507490932941
50,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.829057055147132e-06
51,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0007648769533261657
52,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.014371504075825214
53,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.5747136280406266e-05
54,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.4515727343678009e-05
55,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.00711783254519105,0.004849608056247234
56,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.027504660189151764,0.006777248810976744
57,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.003580200020223856
58,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.8691216357401572e-05
59,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.004437388386577368
60,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.018085364252328873,0.006613473873585463
61,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.018221916630864143,0.007363228593021631
62,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,4.977336720912717e-05
63,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0007992521859705448
64,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.004316349048167467
65,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.9174752853577957e-06
66,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.006561940535902977,0.008676723577082157
67,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.00014421767264138907
68,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0011049723252654076,0.00014421767264138907
69,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.551221066620201e-05
70,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.00041649313061498106,0.0005321484641171992
71,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.935212069132831e-05
72,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,8.711820555618033e-05
73,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,5.129179498908343e-06
74,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,5.129179498908343e-06
75,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,5.129179498908343e-06
76,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.6289850211469457e-05
77,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.6289850211469457e-05
78,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.6289850211469457e-05
79,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.6289850211469457e-05
80,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,2.1462697986862622e-05
1,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.006887059658765793,0.007934700697660446
2,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.004515352193266153,0.008953714743256569
3,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.8368156815995462e-05
4,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.9962095393566415e-05
5,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0023329961113631725,0.002059316961094737
6,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.002437009708955884,0.0063555859960615635
7,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00539309810847044
8,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.030848214402794838,0.0267350934445858
9,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.724359890431515e-06
10,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0014383802190423012
11,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.006028353236615658
12,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.006088145077228546
13,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0031741554848849773
14,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0011509754694998264,0.0011165458709001541
15,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0017540928674861789,0.0008981183054856956
16,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0014180542202666402,0.0007704684394411743
17,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0011693359119817615,0.005326221697032452
18,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.007738803047686815,0.005139459855854511
19,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0024895931128412485
20,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0005725512164644897
21,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.00043813957017846406,0.012011838145554066
22,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00018610419647302479
23,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.001167245558463037
24,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,3.0002584026078694e-06
25,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.8780939399221097e-06
26,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,4.3340769479982555e-06
27,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,9.881491678243037e-06
28,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.005526269320398569,0.021649720147252083
29,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.007706026080995798,0.021649720147252083
30,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.02099049650132656,0.021619277074933052
31,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,3.577378720365232e-06
32,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,9.963168849935755e-07
33,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.5140700497795478e-06
34,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.0875085536099505e-05
35,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,6.327885557766422e-07
36,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,1.276283796869393e-06
37,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,3.0419494578382e-05
38,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0003773173375520855,0.005194830242544413
39,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.033324431627988815,0.004715988412499428
40,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.002070377813652158
41,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0023971302434802055
42,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.004955540411174297
43,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.005785287357866764
44,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0035904543474316597
45,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.006221096031367779
46,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.002607801230624318,0.003232429036870599
47,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,8.047878509387374e-05
48,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00023293128469958901
49,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00022580887889489532
50,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,3.514751369948499e-05
51,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0007752878009341657
52,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0004353655385784805
53,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,8.523795258952305e-05
54,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,9.371276246383786e-05
55,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0008241750183515251
56,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0007790997042320669
57,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0007886955863796175
58,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00015140397590585053
59,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0031027537770569324,0.0007866421947255731
60,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00075885298429057
61,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0007393792038783431
62,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,8.776096365181729e-05
63,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.000718858907930553
64,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0007050524582155049
65,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,3.8400525227189064e-05
66,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00027535963454283774
67,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00014275487046688795
68,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00014275487046688795
69,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,2.5834976895566797e-06
70,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.009371095336973667,0.005965088494122028
71,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00013865575601812452
72,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00038152048364281654
73,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.0009199340711347759
74,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.001498127356171608,0.0009199340711347759
75,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0010511765722185373,0.0009199340711347759
76,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00010362191096646711
77,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00010362191096646711
78,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00010362191096646711
79,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,0.00010362191096646711
80,P05090,Apolipoprotein D,Apolipoproteins,Middle,0.6484109163284302,0.0,8.799487113719806e-05
1,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.004665045533329248,0.0085049569606781
2,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0043648406863212585,0.0017797411419451237
3,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,1.773964974915998e-08
4,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,2.0584320026273417e-08
5,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.00038531137397512794
6,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0014538977993652225,0.0058472673408687115
7,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.0003198416088707745
8,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0017965678125619888,0.0023388834670186043
9,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,4.1774623582568893e-07
10,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,2.2613008695770986e-05
11,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.00010524498065933585
12,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0009929077932611108,0.003348772181198001
13,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.001062573748640716,0.0003060469462070614
14,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0010230892803519964,0.0018613571301102638
15,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0010620018001645803,0.001270606997422874
16,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0017016649944707751,0.0012323139235377312
17,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0019145009573549032,0.0045701973140239716
18,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0010474491864442825,0.0009381581912748516
19,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.0029880644287914038
20,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.00015734636690467596
21,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.00010441085032653064,0.0005740493070334196
22,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.0002724655787460506
23,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.0005951436469331384
24,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,5.929239819124632e-07
25,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,4.0765490894045797e-07
26,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,9.335349915318147e-08
27,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,6.261773523874581e-05
28,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0010690444614738226,0.0005988423363305628
29,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.00108257622923702,0.0005988423363305628
30,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0008364042732864618,0.0005807252018712461
31,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.008433195762336254,0.007875174283981323
32,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.009018118493258953,0.008551246486604214
33,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.009018118493258953,0.01085745356976986
34,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.008755279704928398,0.010866103693842888
35,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.00011223344336031005,9.097186557482928e-05
36,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,6.112780829425901e-05,0.00024170579854398966
37,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.00017699484305921942,0.0013851248659193516
38,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0010204719146713614,0.002184807788580656
39,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0045442404225468636,0.0019988699350506067
40,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,3.976457810495049e-05
41,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,2.9286425160535146e-06
42,O14791,Apolipoprotein L1,Apolipoproteins,Middle,0.6058171987533569,0.0,0.0005997905391268432
