FPR,ROC_mean_TPR,ROC_CI95_lower,ROC_CI95_upper,Recall,PR_mean_precision,PR_CI95_lower,PR_CI95_upper
0.59,0.9777391398286398,0.9569161838705748,0.9871403249170817,0.59,0.8316517340958256,0.7482850212685379,0.8946700687680352
0.595,0.9781749676275417,0.9581315400833543,0.9875197687535607,0.595,0.8313365976420402,0.7466389791276662,0.8935673669232153
0.6,0.9785526399803571,0.9599643810660694,0.9879955776279414,0.6,0.8228697113411483,0.7382484523617282,0.8886163208805853
0.605,0.9789156145000163,0.9603910720674118,0.9883389631488996,0.605,0.8233845383982143,0.7389907619149587,0.88910631358677
0.61,0.9789405227586885,0.961220619638076,0.9887485033885784,0.61,0.8219781115672985,0.7375210226741773,0.888115208761187
0.615,0.9789679722637441,0.9623383470762431,0.9889740627218696,0.615,0.8211045951279086,0.7368468867210027,0.8865412063272641
0.62,0.9791501805870276,0.9631615973617951,0.9893311386856939,0.62,0.8196074240468334,0.7331988128937327,0.8845893315736557
0.625,0.9799622562030642,0.9646100781395286,0.9894984548142672,0.625,0.8153143760542257,0.7284037960185009,0.880931774651654
0.63,0.9799932243569587,0.9654426319359158,0.9898861969890612,0.63,0.8154083902947991,0.7277690187639101,0.8807945879584036
0.635,0.9809207673573997,0.9661094843808582,0.9901308401838435,0.635,0.8137431363399702,0.7268258550996246,0.8794477941935307
0.64,0.9816611758730807,0.9670965498252118,0.9906012002384078,0.64,0.8121424330537075,0.7233366095405267,0.8770081667041408
0.645,0.9816831935841637,0.9677018740658359,0.9908009679960293,0.645,0.8103695015573179,0.7200668453048708,0.8745351696343885
0.65,0.982562393248488,0.9685225150260196,0.9912841563070337,0.65,0.8065595151128555,0.7184218209696146,0.8732411527903051
0.655,0.9831068769992786,0.9689971088417403,0.9913964742246653,0.655,0.8064504620313233,0.7175413086132282,0.8722899928722552
0.66,0.9841796319679955,0.9694900232792901,0.9916536251091044,0.66,0.8046686781083289,0.7163911958609039,0.87196626893284
0.665,0.9842016496790786,0.9701264145341562,0.9917279468090548,0.665,0.8054547957147472,0.7172752793702037,0.8724117301955079
0.67,0.9849894022681668,0.9712057339137099,0.9922194078887153,0.67,0.7874161627621752,0.6989064399442879,0.8627002427200007
0.675,0.985688818618109,0.9721464886917751,0.9925085561227015,0.675,0.7877293424275442,0.6993842958781252,0.862158630466439
0.68,0.9859556210915332,0.9729597418877868,0.9927988928685052,0.68,0.7878468240202542,0.6970324981928406,0.8610353141284626
0.685,0.9863293003418523,0.9737034307579954,0.9929143530977476,0.685,0.7868873174913305,0.6951477245401687,0.8591148783730527
