Model,Median_r_Random,Median_r_Grouped,Median_r_Drop_pct,1-TVD_Random,1-TVD_Grouped,1-TVD_Drop_pct,Cosine_Random,Cosine_Grouped,Cosine_Drop_pct
Two-head Model,0.6004608628307051,0.5327356505555174,11.278872024384084,0.6231473733747959,0.5918505567622225,5.022378003950867,0.757829794313104,0.7356925696111122,2.921134121159358
Random Forest,0.6586528355326489,0.5270773879555863,19.976448969609034,0.6459854285674842,0.5837302803741945,9.637237225512136,0.7943458008251902,0.7240796855852759,8.845784187053017
Ridge Regression,0.5674470410366286,0.4739648837518521,16.474164199358693,0.5590388186040631,0.5323184792564362,4.779693012078922,0.7348337957539227,0.7025851784121591,4.38855936241709
XGBoost,0.6509752880023363,0.4937951757782063,24.145327037908366,0.6475099437786447,0.5724705433227264,11.588918622317092,0.8008859463189303,0.7074287642497497,11.669224875118978
